"datasetName","decimalLongitude","decimalLatitude","scientificName"
"obis",-80.35003,25.03144,"Chaetodon striatus"
"obis",-77.6933288574,24.5958309174,"Chaetodon striatus"
"obis",-80.26182,25.13892,"Chaetodon striatus"
"obis",-81.8456499,24.45905,"Chaetodon striatus"
"obis",-79.4105148315,21.0673160553,"Chaetodon striatus"
"obis",-83.02133,24.64244,"Chaetodon striatus"
"obis",-81.3756499,24.5505833,"Chaetodon striatus"
"obis",-80.2959166,25.0966667,"Chaetodon striatus"
"obis",-67.48833,18.382,"Chaetodon striatus"
"obis",-82.91306,24.57572,"Chaetodon striatus"
"obis",-60.3333333333,13.5,"Chaetodon striatus"
"obis",-64.6191864014,17.7673091888,"Chaetodon striatus"
"obis",-80.239583,25.15855,"Chaetodon striatus"
"obis",-29.345528,0.917081,"Chaetodon striatus"
"obis",-64.6892471313,18.3388690948,"Chaetodon striatus"
"obis",-81.6862833,12.5847166,"Chaetodon striatus"
"obis",-80.4957499,24.9387167,"Chaetodon striatus"
"obis",-80.2936166,25.1472333,"Chaetodon striatus"
"obis",-29.30271,-20.51489,"Chaetodon striatus"
"obis",-79.279434,25.733652,"Chaetodon striatus"
"obis",-81.5951666,24.52035,"Chaetodon striatus"
"obis",-83.0653,24.6134667,"Chaetodon striatus"
"obis",-81.32717,24.57017,"Chaetodon striatus"
"obis",-64.5794677734,17.7817192078,"Chaetodon striatus"
"obis",-80.3584499,25.0312333,"Chaetodon striatus"
"obis",-44.631,-23.272,"Chaetodon striatus"
"obis",-66.8577194214,11.7421503067,"Chaetodon striatus"
"obis",-81.5807499,24.5222834,"Chaetodon striatus"
"obis",-77.9709472656,18.4534492493,"Chaetodon striatus"
"obis",-87.426612854,18.4579658508,"Chaetodon striatus"
"obis",-81.8745666,24.4596,"Chaetodon striatus"
"obis",-80.1903667,25.2538333,"Chaetodon striatus"
"obis",-66.8952331543,11.8811330795,"Chaetodon striatus"
"obis",-60.7639,11.2267,"Chaetodon striatus"
"obis",-81.7120666,24.4805167,"Chaetodon striatus"
"obis",-80.2602,25.1342833,"Chaetodon striatus"
"obis",-81.7570999,24.48435,"Chaetodon striatus"
"obis",-68.9692993164062,12.1223001480103,"Chaetodon striatus"
"obis",-64.580947876,17.7884197235,"Chaetodon striatus"
"obis",-81.2977828979,21.6118507385,"Chaetodon striatus"
"obis",-82.99274,24.68183,"Chaetodon striatus"
"obis",-64.6363677979,17.8001499176,"Chaetodon striatus"
"obis",-80.5309499,24.9025334,"Chaetodon striatus"
"obis",-59.6425,13.18861111,"Chaetodon striatus"
"obis",-83.0717833,24.6816,"Chaetodon striatus"
"obis",-64.6158981323,17.7950706482,"Chaetodon striatus"
"obis",-80.4817333,24.98475,"Chaetodon striatus"
"obis",-81.9079166,24.4571334,"Chaetodon striatus"
"obis",-82.9266,24.6841,"Chaetodon striatus"
"obis",-83.0753167,24.6055167,"Chaetodon striatus"
"obis",-82.8050003052,9.73833370209,"Chaetodon striatus"
"obis",-80.4151153564,24.9860496521,"Chaetodon striatus"
"obis",-81.89475,24.4499,"Chaetodon striatus"
"obis",-66.5804519653,11.7785167694,"Chaetodon striatus"
"obis",-82.97562,24.56919,"Chaetodon striatus"
"obis",-80.78033,24.74433,"Chaetodon striatus"
"obis",-64.5541229248,17.7803192139,"Chaetodon striatus"
"obis",-64.4099349976,18.7527332306,"Chaetodon striatus"
"obis",-81.7148333,24.4783333,"Chaetodon striatus"
"obis",-64.6411514282,17.7600498199,"Chaetodon striatus"
"obis",-80.3771499,25.0103167,"Chaetodon striatus"
"obis",-80.1053499,25.5915667,"Chaetodon striatus"
"obis",-80.28225,25.11553,"Chaetodon striatus"
"obis",-80.1672667,25.35965,"Chaetodon striatus"
"obis",-80.2098999,25.2335833,"Chaetodon striatus"
"obis",-80.11739,25.43995,"Chaetodon striatus"
"obis",-82.96483,24.59565,"Chaetodon striatus"
"obis",-60.5066680908,11.3066673279,"Chaetodon striatus"
"obis",-39,-18.028333,"Chaetodon striatus"
"obis",-80.75355,24.75725,"Chaetodon striatus"
"obis",-80.2098999,25.2215667,"Chaetodon striatus"
"obis",-66.884185791,11.8002328873,"Chaetodon striatus"
"obis",-80.17505,25.28957,"Chaetodon striatus"
"obis",-80.462117,24.9475,"Chaetodon striatus"
"obis",-81.6139,24.5126334,"Chaetodon striatus"
"obis",-80.375783,25.007283,"Chaetodon striatus"
"obis",-81.4014999,24.5466667,"Chaetodon striatus"
"obis",-81.7144,24.47955,"Chaetodon striatus"
"obis",-78.9567642212,20.7984008789,"Chaetodon striatus"
"obis",-59.641777,13.202873,"Chaetodon striatus"
"obis",-81.1140332,24.62875,"Chaetodon striatus"
"obis",-80.2562499,25.1664167,"Chaetodon striatus"
"obis",-80.37277,25.01447,"Chaetodon striatus"
"obis",-81.7550833,24.4727167,"Chaetodon striatus"
"obis",-81.37639,24.55054,"Chaetodon striatus"
"obis",-80.1597666,25.2995,"Chaetodon striatus"
"obis",-80.10167,25.55667,"Chaetodon striatus"
"obis",-82.968267,24.643583,"Chaetodon striatus"
"obis",-80.2987667,25.09505,"Chaetodon striatus"
"obis",-64.7231674194,18.31823349,"Chaetodon striatus"
"obis",-38.483,-12.967,"Chaetodon striatus"
"obis",-80.96382,24.68538,"Chaetodon striatus"
"obis",-88.0722503662,16.7226333618,"Chaetodon striatus"
"obis",-83.04315,24.6978667,"Chaetodon striatus"
"obis",-80.0986832,25.6804,"Chaetodon striatus"
"obis",-81.6994833,24.5520334,"Chaetodon striatus"
"obis",-82.95,24.6087,"Chaetodon striatus"
"obis",-38.883,-18.3,"Chaetodon striatus"
"obis",-81.3906333,13.3887667,"Chaetodon striatus"
"obis",-77.3586666,8.6704166,"Chaetodon striatus"
"obis",-81.3882166,24.5671167,"Chaetodon striatus"
"obis",-44.537,-23.152,"Chaetodon striatus"
"obis",-60.8849,14.4546,"Chaetodon striatus"
"obis",-64.7984008789,18.2644996643,"Chaetodon striatus"
"obis",-60.96277778,14.075,"Chaetodon striatus"
"obis",-80.4958333,24.9301667,"Chaetodon striatus"
"obis",-80.1751667,25.2939667,"Chaetodon striatus"
"obis",-79.7304000854,19.7543506622,"Chaetodon striatus"
"obis",-80.3223499,25.0680333,"Chaetodon striatus"
"obis",-81.4143944,13.3655167,"Chaetodon striatus"
"obis",-87,22,"Chaetodon striatus"
"obis",-66.2351118,10.6519071,"Chaetodon striatus"
"obis",-64.6118164062,17.7803211212,"Chaetodon striatus"
"obis",-80.20248,25.21583,"Chaetodon striatus"
"obis",-81.8339999,24.4724333,"Chaetodon striatus"
"obis",-66.3736,18.48916,"Chaetodon striatus"
"obis",-82.855,24.72066,"Chaetodon striatus"
"obis",-81.5130833,24.5233833,"Chaetodon striatus"
"obis",-38.7909,-13.1276,"Chaetodon striatus"
"obis",-87.4322814941,18.4098167419,"Chaetodon striatus"
"obis",-81.2245,24.5924667,"Chaetodon striatus"
"obis",-83.0742,24.68455,"Chaetodon striatus"
"obis",-81.6851,12.5831666,"Chaetodon striatus"
"obis",-80.2457167,25.1674333,"Chaetodon striatus"
"obis",-82.7827529907,21.451133728,"Chaetodon striatus"
"obis",-87.2983703613,18.5579833984,"Chaetodon striatus"
"obis",-80.1962166,25.2553667,"Chaetodon striatus"
"obis",-80.2572833,25.1435167,"Chaetodon striatus"
"obis",-81.6212666,24.5038667,"Chaetodon striatus"
"obis",-87.8470535278,16.7112159729,"Chaetodon striatus"
"obis",-81.2915496826,19.3803005219,"Chaetodon striatus"
"obis",-80.25432,25.14488,"Chaetodon striatus"
"obis",-81.8486111,12.17555,"Chaetodon striatus"
"obis",-64.6111984253,17.782459259,"Chaetodon striatus"
"obis",-83.00865,24.708033,"Chaetodon striatus"
"obis",-29.34551,0.915946,"Chaetodon striatus"
"obis",-76.9503860474,26.532283783,"Chaetodon striatus"
"obis",-80.1003332,25.56325,"Chaetodon striatus"
"obis",-81.9269999,24.4361667,"Chaetodon striatus"
"obis",-80.1361746,25.3851614,"Chaetodon striatus"
"obis",-34.8397,-8.346,"Chaetodon striatus"
"obis",-81.7250499,24.4814167,"Chaetodon striatus"
"obis",-74.2357,11.12565,"Chaetodon striatus"
"obis",-38.678889,-18.048056,"Chaetodon striatus"
"obis",-81.1418167,24.6095667,"Chaetodon striatus"
"obis",-59.6447222222,13.2608333333,"Chaetodon striatus"
"obis",-83.07589,24.67924,"Chaetodon striatus"
"obis",-77.6706771851,24.3431491852,"Chaetodon striatus"
"obis",-80.1061833,25.5476333,"Chaetodon striatus"
"obis",-81.5190333,24.5228333,"Chaetodon striatus"
"obis",-66.8842163086,17.9249095917,"Chaetodon striatus"
"obis",-29.31243,-20.506512,"Chaetodon striatus"
"obis",-80.4604333,24.9462167,"Chaetodon striatus"
"obis",-80.3073999,25.1048,"Chaetodon striatus"
"obis",-38.7018318176,-17.9599990845,"Chaetodon striatus"
"obis",-83.08935,24.612933,"Chaetodon striatus"
"obis",-80.4574166,24.9561667,"Chaetodon striatus"
"obis",-81.8056833,24.4777167,"Chaetodon striatus"
"obis",-64.5650100708,17.7899208069,"Chaetodon striatus"
"obis",-82.31300354,21.96999931,"Chaetodon striatus"
"obis",-80.2181332,25.2093333,"Chaetodon striatus"
"obis",-80.4536999,24.94935,"Chaetodon striatus"
"obis",-83.06335,24.6062,"Chaetodon striatus"
"obis",-81.109157,19.295383,"Chaetodon striatus"
"obis",-80.0696868896,19.6943492889,"Chaetodon striatus"
"obis",-80.5645833,24.887,"Chaetodon striatus"
"obis",-64.7596969604,18.3633003235,"Chaetodon striatus"
"obis",-81.6605333,24.4921667,"Chaetodon striatus"
"obis",-83.0920833,24.6677,"Chaetodon striatus"
"obis",-83.035517,24.613083,"Chaetodon striatus"
"obis",-87.623336792,18.9022216797,"Chaetodon striatus"
"obis",-77.6529464722,24.3011207581,"Chaetodon striatus"
"obis",-80.1174999,25.5295834,"Chaetodon striatus"
"obis",-81.40729,24.54582,"Chaetodon striatus"
"obis",-81.57385,24.506217,"Chaetodon striatus"
"obis",-81.8918166,24.4796167,"Chaetodon striatus"
"obis",-80.6089999,24.8573334,"Chaetodon striatus"
"obis",-79.8940811157,19.6878509521,"Chaetodon striatus"
"obis",-39.031944,-17.46,"Chaetodon striatus"
"obis",-80.1043499,25.5682667,"Chaetodon striatus"
"obis",-80.3384499,25.0498167,"Chaetodon striatus"
"obis",-80.2402,25.164,"Chaetodon striatus"
"obis",-81.8438333,24.46285,"Chaetodon striatus"
"obis",-77.3769989014,23.6965007782,"Chaetodon striatus"
"obis",-87.5988922119,18.7233333588,"Chaetodon striatus"
"obis",-83.09178,24.66662,"Chaetodon striatus"
"obis",-82.88764,24.5864,"Chaetodon striatus"
"obis",-81.8605528,12.1861111,"Chaetodon striatus"
"obis",-83.0210333,24.6360167,"Chaetodon striatus"
"obis",-83.02285,24.6770167,"Chaetodon striatus"
"obis",-59.6425,13.1886111111,"Chaetodon striatus"
"obis",-80.5493666,24.9338833,"Chaetodon striatus"
"obis",-82.2666633,24.5,"Chaetodon striatus"
"obis",-83.1736831665,21.5914669037,"Chaetodon striatus"
"obis",-80.6827,24.8095333,"Chaetodon striatus"
"obis",-29.321447,-20.49803,"Chaetodon striatus"
"obis",-29.344021,-20.492884,"Chaetodon striatus"
"obis",-75.7464444,10.2341944,"Chaetodon striatus"
"obis",-82.90118,24.62184,"Chaetodon striatus"
"obis",-64.5845718384,17.7930908203,"Chaetodon striatus"
"obis",-80.2629832,25.1368333,"Chaetodon striatus"
"obis",-83.02555,24.7039667,"Chaetodon striatus"
"obis",-80.80844,24.72775,"Chaetodon striatus"
"obis",-79.9281311035,21.6569671631,"Chaetodon striatus"
"obis",-77.33625,8.6420555,"Chaetodon striatus"
"obis",-80.15,25.48667,"Chaetodon striatus"
"obis",-80.2246166,25.1994167,"Chaetodon striatus"
"obis",-81.6623499,24.492,"Chaetodon striatus"
"obis",-87.8006820679,16.9096336365,"Chaetodon striatus"
"obis",-81.96131,24.43252,"Chaetodon striatus"
"obis",-81.73396,12.50236,"Chaetodon striatus"
"obis",-64.6715545654,18.3496837616,"Chaetodon striatus"
"obis",-43.231148,-23.078035,"Chaetodon striatus"
"obis",-83.03122,24.64845,"Chaetodon striatus"
"obis",-80.5256499,24.9088167,"Chaetodon striatus"
"obis",-81.56283,24.51136,"Chaetodon striatus"
"obis",-81.4103332,24.5453,"Chaetodon striatus"
"obis",-80.2135167,25.2089167,"Chaetodon striatus"
"obis",-80.6662666,24.8205167,"Chaetodon striatus"
"obis",-81.6999969482,12.5100002289,"Chaetodon striatus"
"obis",-81.34241,24.56544,"Chaetodon striatus"
"obis",-69.158,12.376,"Chaetodon striatus"
"obis",-64.6421890259,17.7765693665,"Chaetodon striatus"
"obis",-64.682762146,18.2850093842,"Chaetodon striatus"
"obis",-80.4579333,24.95515,"Chaetodon striatus"
"obis",-81.0747299194,19.3176326752,"Chaetodon striatus"
"obis",-74.1119444,11.3392777,"Chaetodon striatus"
"obis",-65.46323,18.05532,"Chaetodon striatus"
"obis",-44.582,-23.255,"Chaetodon striatus"
"obis",-44.191,-23.102,"Chaetodon striatus"
"obis",-83.08365,24.6761,"Chaetodon striatus"
"obis",-81.62765,24.50284,"Chaetodon striatus"
"obis",-81.3922332,24.5654667,"Chaetodon striatus"
"obis",-83.08386,24.67505,"Chaetodon striatus"
"obis",-81.94734,24.47204,"Chaetodon striatus"
"obis",-80.1126167,25.5170667,"Chaetodon striatus"
"obis",-80.2180666,25.20935,"Chaetodon striatus"
"obis",-83.0777833,24.6612667,"Chaetodon striatus"
"obis",-81.5274166,24.52265,"Chaetodon striatus"
"obis",-64.7133712769,18.2748508453,"Chaetodon striatus"
"obis",-83.07414,24.68317,"Chaetodon striatus"
"obis",-64.7329177856,18.269329071,"Chaetodon striatus"
"obis",-81.39812,24.54616,"Chaetodon striatus"
"obis",-62.986000061,17.4648342133,"Chaetodon striatus"
"obis",-80.1639167,25.2922,"Chaetodon striatus"
"obis",-86.500725,30.406639,"Chaetodon striatus"
"obis",-65.48795,18.08053,"Chaetodon striatus"
"obis",-80.4497833,24.9672501,"Chaetodon striatus"
"obis",-82.9142,24.5731833,"Chaetodon striatus"
"obis",-80.1734666,25.2966667,"Chaetodon striatus"
"obis",-66.7492,17.96234,"Chaetodon striatus"
"obis",-80.2741666,25.1228833,"Chaetodon striatus"
"obis",-88.08306,16.80126,"Chaetodon striatus"
"obis",-80.25883,25.14483,"Chaetodon striatus"
"obis",-29.328228,-20.524679,"Chaetodon striatus"
"obis",-64.7735748291,18.2735519409,"Chaetodon striatus"
"obis",-80.409017,24.9918,"Chaetodon striatus"
"obis",-80.3507833,25.0491833,"Chaetodon striatus"
"obis",-64.5083333333,11.8416666667,"Chaetodon striatus"
"obis",-80.96441,24.66697,"Chaetodon striatus"
"obis",-64.7708740234,18.2742652893,"Chaetodon striatus"
"obis",-81.4304351807,21.9124336243,"Chaetodon striatus"
"obis",-82.0325698853,9.2470331192,"Chaetodon striatus"
"obis",-81.62389,24.50365,"Chaetodon striatus"
"obis",-79.1034851074,20.9013156891,"Chaetodon striatus"
"obis",-66.9654083252,17.9034900665,"Chaetodon striatus"
"obis",-65.3333,18.0917,"Chaetodon striatus"
"obis",-80.1393666,25.3739667,"Chaetodon striatus"
"obis",-64.6968536377,18.3335800171,"Chaetodon striatus"
"obis",-80.175467,25.271617,"Chaetodon striatus"
"obis",-76.2022778,9.3714444,"Chaetodon striatus"
"obis",-64.5921020508,17.7816696167,"Chaetodon striatus"
"obis",-64.6393203735,17.7872676849,"Chaetodon striatus"
"obis",-80.37667,25.012,"Chaetodon striatus"
"obis",-82.7814,24.70565,"Chaetodon striatus"
"obis",-64.98435,18.34403,"Chaetodon striatus"
"obis",-64.6628265381,17.7804298401,"Chaetodon striatus"
"obis",-80.3766666,25.012,"Chaetodon striatus"
"obis",-80.36475,25.02909,"Chaetodon striatus"
"obis",-81.0377333,24.6561667,"Chaetodon striatus"
"obis",-81.898483,24.446567,"Chaetodon striatus"
"obis",-64.7509994507,18.3731403351,"Chaetodon striatus"
"obis",-64.7197265625,18.2720508575,"Chaetodon striatus"
"obis",-83.102283,24.64845,"Chaetodon striatus"
"obis",-81.6370697021,21.5691833496,"Chaetodon striatus"
"obis",-81.6758999,24.4882,"Chaetodon striatus"
"obis",-80.58025,24.8714,"Chaetodon striatus"
"obis",-64.7695770264,18.3168811798,"Chaetodon striatus"
"obis",-83.0618167,24.6732,"Chaetodon striatus"
"obis",-64.6002426147,17.7893600464,"Chaetodon striatus"
"obis",-87.2341995239,18.6623668671,"Chaetodon striatus"
"obis",-80.4580499,24.9473834,"Chaetodon striatus"
"obis",-83.0727,24.65667,"Chaetodon striatus"
"obis",-80.3640833,25.0302833,"Chaetodon striatus"
"obis",-82.95412,24.65273,"Chaetodon striatus"
"obis",-76,24,"Chaetodon striatus"
"obis",-80.55926,24.89256,"Chaetodon striatus"
"obis",-80.9474333,24.6915667,"Chaetodon striatus"
"obis",-82.798483,24.644083,"Chaetodon striatus"
"obis",-64.718805,17.761303,"Chaetodon striatus"
"obis",-83.071017,24.650133,"Chaetodon striatus"
"obis",-66.49683,17.88902,"Chaetodon striatus"
"obis",-74.112032,18.648658,"Chaetodon striatus"
"obis",-81.5239333,24.52155,"Chaetodon striatus"
"obis",-64.6385803223,17.8015193939,"Chaetodon striatus"
"obis",-65.48794,18.08057,"Chaetodon striatus"
"obis",-80.1388332,25.37345,"Chaetodon striatus"
"obis",-83.10237,24.63203,"Chaetodon striatus"
"obis",-80.1544,25.38013,"Chaetodon striatus"
"obis",-81.0779342651,19.3439006805,"Chaetodon striatus"
"obis",-61.3484611511,12.6357164383,"Chaetodon striatus"
"obis",-38.6923332214,-17.96733284,"Chaetodon striatus"
"obis",-63.2150001526,17.6308326721,"Chaetodon striatus"
"obis",-81.5158691406,22.0216159821,"Chaetodon striatus"
"obis",-80.1786666,25.35105,"Chaetodon striatus"
"obis",-80.3451333,25.0386,"Chaetodon striatus"
"obis",-77.336723,25.08345,"Chaetodon striatus"
"obis",-81.405751,24.545969,"Chaetodon striatus"
"obis",-82.78445,24.65531,"Chaetodon striatus"
"obis",-34.7388,-8.0753,"Chaetodon striatus"
"obis",-81.68133,24.55417,"Chaetodon striatus"
"obis",-83.06525,24.6135167,"Chaetodon striatus"
"obis",-80.0931166,25.6463667,"Chaetodon striatus"
"obis",-80.1010166,25.5659834,"Chaetodon striatus"
"obis",-64.626451,17.769477,"Chaetodon striatus"
"obis",-64.6235198975,17.7290706635,"Chaetodon striatus"
"obis",-82.9978,24.69648,"Chaetodon striatus"
"obis",-80.3433166,25.0483667,"Chaetodon striatus"
"obis",-80.9213,24.6851833,"Chaetodon striatus"
"obis",-80.1710332,25.2803167,"Chaetodon striatus"
"obis",-83.06315,24.678483,"Chaetodon striatus"
"obis",-81.6955333,24.4851667,"Chaetodon striatus"
"obis",-61.1042,14.5047,"Chaetodon striatus"
"obis",-80.2864833,25.11115,"Chaetodon striatus"
"obis",-29.331352,-20.522423,"Chaetodon striatus"
"obis",-81.11,24.628,"Chaetodon striatus"
"obis",-81.1846,24.61295,"Chaetodon striatus"
"obis",-38.4833335876,-12.9666662216,"Chaetodon striatus"
"obis",-81.6055166,24.5168667,"Chaetodon striatus"
"obis",-83.072,24.6814667,"Chaetodon striatus"
"obis",-80.4161166,24.9848,"Chaetodon striatus"
"obis",-80.22485,25.2001333,"Chaetodon striatus"
"obis",-81.2175,24.5925,"Chaetodon striatus"
"obis",-80.1477832,25.3454334,"Chaetodon striatus"
"obis",-83.089467,24.61125,"Chaetodon striatus"
"obis",-61.723377,17.01519,"Chaetodon striatus"
"obis",-80.1148832,25.5546501,"Chaetodon striatus"
"obis",-81.0678332,24.6673333,"Chaetodon striatus"
"obis",-64.95,18.367,"Chaetodon striatus"
"obis",-83.1013,24.6238333,"Chaetodon striatus"
"obis",-80.3489166,25.03375,"Chaetodon striatus"
"obis",-88.0817,16.8021,"Chaetodon striatus"
"obis",-82.8998667,24.68685,"Chaetodon striatus"
"obis",-80.4595832,24.952,"Chaetodon striatus"
"obis",-77.7701721191,24.7291698456,"Chaetodon striatus"
"obis",-59.6425018311,13.1894445419,"Chaetodon striatus"
"obis",-79.5581512451,21.2176990509,"Chaetodon striatus"
"obis",-60.5516662598,11.3188886642,"Chaetodon striatus"
"obis",-81.8793333,24.4518333,"Chaetodon striatus"
"obis",-81.4668,24.5301333,"Chaetodon striatus"
"obis",-80.1031993,25.4986314,"Chaetodon striatus"
"obis",-82.8172,24.7248667,"Chaetodon striatus"
"obis",-77.402123,24.994676,"Chaetodon striatus"
"obis",-82.3171463013,21.5627841949,"Chaetodon striatus"
"obis",-59.64472222,13.26083333,"Chaetodon striatus"
"obis",-82.7689819336,21.4549999237,"Chaetodon striatus"
"obis",-81.7553,24.4634,"Chaetodon striatus"
"obis",-82.86585,24.7112,"Chaetodon striatus"
"obis",-80.9477,24.6941167,"Chaetodon striatus"
"obis",-64.6323165894,17.7909507751,"Chaetodon striatus"
"obis",-81.0683333,24.695,"Chaetodon striatus"
"obis",-83.03258,24.68204,"Chaetodon striatus"
"obis",-65.41762,18.08075,"Chaetodon striatus"
"obis",-64.7941589355,18.352399826,"Chaetodon striatus"
"obis",-64.6170272827,17.8005008698,"Chaetodon striatus"
"obis",-80.149805,25.355163,"Chaetodon striatus"
"obis",-77.116667,33.433333,"Chaetodon striatus"
"obis",-80.0900666,25.6705167,"Chaetodon striatus"
"obis",-80.22,25.211,"Chaetodon striatus"
"obis",-80.197253,25.243465,"Chaetodon striatus"
"obis",-80.2565667,25.15475,"Chaetodon striatus"
"obis",-81.7436666,24.4732167,"Chaetodon striatus"
"obis",-64.6689224243,17.7700500488,"Chaetodon striatus"
"obis",-81.94686,24.48336,"Chaetodon striatus"
"obis",-81.61847,24.50202,"Chaetodon striatus"
"obis",-80.4020166,24.9994001,"Chaetodon striatus"
"obis",-80.1386833,25.3712833,"Chaetodon striatus"
"obis",-68.276,12.1444,"Chaetodon striatus"
"obis",-83.0703833,24.67475,"Chaetodon striatus"
"obis",-63.2596664429,17.6266670227,"Chaetodon striatus"
"obis",-80.3646833,25.0352833,"Chaetodon striatus"
"obis",-81.7162833,24.4794834,"Chaetodon striatus"
"obis",-80.1056666,25.5737834,"Chaetodon striatus"
"obis",-81.3602828979,19.3975658417,"Chaetodon striatus"
"obis",-81.4087666,24.5450333,"Chaetodon striatus"
"obis",-79.7558364868,22.9466667175,"Chaetodon striatus"
"obis",-60.8444442749,11.1666669846,"Chaetodon striatus"
"obis",-80.14075,25.36436,"Chaetodon striatus"
"obis",-80.1473499,25.34545,"Chaetodon striatus"
"obis",-81.8714,24.44975,"Chaetodon striatus"
"obis",-81.5742,24.5119833,"Chaetodon striatus"
"obis",-81.4059667,24.5460333,"Chaetodon striatus"
"obis",-87.6968307495,16.9156665802,"Chaetodon striatus"
"obis",-81.8378167,24.4649833,"Chaetodon striatus"
"obis",-80.5260666,24.9075834,"Chaetodon striatus"
"obis",-80.2989666,25.1228833,"Chaetodon striatus"
"obis",-80.37217,25.01118,"Chaetodon striatus"
"obis",-59.6375007629,13.1341667175,"Chaetodon striatus"
"obis",-80.1121368408,19.661699295,"Chaetodon striatus"
"obis",-81.3955,24.615,"Chaetodon striatus"
"obis",-80.2602667,25.15455,"Chaetodon striatus"
"obis",-80.6169,24.89754,"Chaetodon striatus"
"obis",-81.40833,24.54633,"Chaetodon striatus"
"obis",-83.06432,24.60748,"Chaetodon striatus"
"obis",-83.03253,24.68197,"Chaetodon striatus"
"obis",-68.248,10.82,"Chaetodon striatus"
"obis",-81.98388,24.43653,"Chaetodon striatus"
"obis",-80.7037166,24.7870667,"Chaetodon striatus"
"obis",-81.588317,24.51005,"Chaetodon striatus"
"obis",-80.1776666,25.28955,"Chaetodon striatus"
"obis",-80.0916666,25.6266667,"Chaetodon striatus"
"obis",-64.624206543,17.8081092834,"Chaetodon striatus"
"obis",-64.6186676025,17.7616195679,"Chaetodon striatus"
"obis",-59.645681,13.209368,"Chaetodon striatus"
"obis",-80.3323166,25.0612667,"Chaetodon striatus"
"obis",-82.83385,24.72065,"Chaetodon striatus"
"obis",-87.3165130615,18.5106163025,"Chaetodon striatus"
"obis",-80.1765374,25.3830167,"Chaetodon striatus"
"obis",-80.3689166,25.0150833,"Chaetodon striatus"
"obis",-72.686165,19.449676,"Chaetodon striatus"
"obis",-82.443649292,21.5414657593,"Chaetodon striatus"
"obis",-60.3333320618,13.5,"Chaetodon striatus"
"obis",-63.2594985962,17.6248340607,"Chaetodon striatus"
"obis",-81.8554167,24.4561,"Chaetodon striatus"
"obis",-81.6996833,24.4854667,"Chaetodon striatus"
"obis",-80.96935,24.6842833,"Chaetodon striatus"
"obis",-82.8035,24.629867,"Chaetodon striatus"
"obis",-81.4019333,24.5466167,"Chaetodon striatus"
"obis",-81.3762778,13.3178056,"Chaetodon striatus"
"obis",-64.5670776367,17.7924194336,"Chaetodon striatus"
"obis",-78.9038925171,9.54944419861,"Chaetodon striatus"
"obis",-82.98928,24.71867,"Chaetodon striatus"
"obis",-83.01771,24.67744,"Chaetodon striatus"
"obis",-29.345011,0.917904,"Chaetodon striatus"
"obis",-64.5940093994,17.7629508972,"Chaetodon striatus"
"obis",-74.2318611,11.2490277,"Chaetodon striatus"
"obis",-71.1535186768,21.4792327881,"Chaetodon striatus"
"obis",-80.4144,24.9875,"Chaetodon striatus"
"obis",-82.94725,24.561967,"Chaetodon striatus"
"obis",-38.7,-12.7,"Chaetodon striatus"
"obis",-82.94035,24.5985833,"Chaetodon striatus"
"obis",-80.09965,25.70485,"Chaetodon striatus"
"obis",-87.9080352783,17.1550502777,"Chaetodon striatus"
"obis",-86.5596389771,30.4191112518,"Chaetodon striatus"
"obis",-64.618637085,17.7954292297,"Chaetodon striatus"
"obis",-77.6478805542,24.3013000488,"Chaetodon striatus"
"obis",-88.0754,16.776183,"Chaetodon striatus"
"obis",-80.5866833,24.86575,"Chaetodon striatus"
"obis",-80.0229034424,19.8305168152,"Chaetodon striatus"
"obis",-81.746433,24.466883,"Chaetodon striatus"
"obis",-80.8879332,24.7025667,"Chaetodon striatus"
"obis",-64.5827636719,17.7666492462,"Chaetodon striatus"
"obis",-80.6512333,24.8263667,"Chaetodon striatus"
"obis",-79.8697814941,19.6822166443,"Chaetodon striatus"
"obis",-64.6680831909,18.3323707581,"Chaetodon striatus"
"obis",-64.6915206909,18.3368206024,"Chaetodon striatus"
"obis",-83.05628,24.61532,"Chaetodon striatus"
"obis",-80.1587977,25.3343635,"Chaetodon striatus"
"obis",-81.1265,24.6186833,"Chaetodon striatus"
"obis",-61.39166667,12.55,"Chaetodon striatus"
"obis",-64.723328,18.318609,"Chaetodon striatus"
"obis",-71.5991516113,21.3726501465,"Chaetodon striatus"
"obis",-81.03418,24.64567,"Chaetodon striatus"
"obis",-81.1121499,24.6254834,"Chaetodon striatus"
"obis",-60.5017,11.3056,"Chaetodon striatus"
"obis",-81.4085166,24.5454167,"Chaetodon striatus"
"obis",-81.5980833,24.5079333,"Chaetodon striatus"
"obis",-80.230833,25.227467,"Chaetodon striatus"
"obis",-81.4074999,24.5455001,"Chaetodon striatus"
"obis",-64.76121521,18.3160514832,"Chaetodon striatus"
"obis",-80.4536167,24.9528,"Chaetodon striatus"
"obis",-80.5339833,24.9058001,"Chaetodon striatus"
"obis",-94.1317977905,18.211057663,"Chaetodon striatus"
"obis",-80.5582167,24.8931833,"Chaetodon striatus"
"obis",-82.96069,24.61112,"Chaetodon striatus"
"obis",-64.5664215088,17.7938194275,"Chaetodon striatus"
"obis",-81.5187166,24.5230667,"Chaetodon striatus"
"obis",-79.949167,9.371944,"Chaetodon striatus"
"obis",-81.4775333,24.5285833,"Chaetodon striatus"
